,index,image_path,label
381,1326,/home/sohan/scratch/deepherb/Medicinal Leaf Dataset/Segmented Medicinal Leaf Images/Santalum Album (Sandalwood)/SA-S-001.jpg,21
382,796,/home/sohan/scratch/deepherb/Medicinal Leaf Dataset/Segmented Medicinal Leaf Images/Nyctanthes Arbor-tristis (Parijata)/NA-S-009.jpg,12
383,582,/home/sohan/scratch/deepherb/Medicinal Leaf Dataset/Segmented Medicinal Leaf Images/Ficus Religiosa (Peepal Tree)/FR-S-038.jpg,9
384,1785,/home/sohan/scratch/deepherb/Medicinal Leaf Dataset/Segmented Medicinal Leaf Images/Carissa Carandas (Karanda)/CC-S-022.jpg,29
385,686,/home/sohan/scratch/deepherb/Medicinal Leaf Dataset/Segmented Medicinal Leaf Images/Amaranthus Viridis (Arive-Dantu)/AV-S-120.jpg,10
386,712,/home/sohan/scratch/deepherb/Medicinal Leaf Dataset/Segmented Medicinal Leaf Images/Amaranthus Viridis (Arive-Dantu)/AV-S-119.jpg,10
387,1226,/home/sohan/scratch/deepherb/Medicinal Leaf Dataset/Segmented Medicinal Leaf Images/Ficus Auriculata (Roxburgh fig)/FA-S-025.jpg,19
388,378,/home/sohan/scratch/deepherb/Medicinal Leaf Dataset/Segmented Medicinal Leaf Images/Jasminum (Jasmine)/J-S-052.jpg,6
389,906,/home/sohan/scratch/deepherb/Medicinal Leaf Dataset/Segmented Medicinal Leaf Images/Hibiscus Rosa-sinensis/HR-S-005.jpg,14
390,379,/home/sohan/scratch/deepherb/Medicinal Leaf Dataset/Segmented Medicinal Leaf Images/Jasminum (Jasmine)/J-S-049.jpg,6
391,192,/home/sohan/scratch/deepherb/Medicinal Leaf Dataset/Segmented Medicinal Leaf Images/Mentha (Mint)/M-S-062.jpg,4
392,260,/home/sohan/scratch/deepherb/Medicinal Leaf Dataset/Segmented Medicinal Leaf Images/Mentha (Mint)/M-S-004.jpg,4
393,721,/home/sohan/scratch/deepherb/Medicinal Leaf Dataset/Segmented Medicinal Leaf Images/Amaranthus Viridis (Arive-Dantu)/AV-S-074.jpg,10
394,1368,/home/sohan/scratch/deepherb/Medicinal Leaf Dataset/Segmented Medicinal Leaf Images/Santalum Album (Sandalwood)/SA-S-058.jpg,21
395,1288,/home/sohan/scratch/deepherb/Medicinal Leaf Dataset/Segmented Medicinal Leaf Images/Punica Granatum (Pomegranate)/PG-S-046.jpg,20
396,579,/home/sohan/scratch/deepherb/Medicinal Leaf Dataset/Segmented Medicinal Leaf Images/Ficus Religiosa (Peepal Tree)/FR-S-062.jpg,9
397,308,/home/sohan/scratch/deepherb/Medicinal Leaf Dataset/Segmented Medicinal Leaf Images/Azadirachta Indica (Neem)/AI-S-062.jpg,5
398,532,/home/sohan/scratch/deepherb/Medicinal Leaf Dataset/Segmented Medicinal Leaf Images/Muntingia Calabura (Jamaica Cherry-Gasagase)/MC-S-054.jpg,8
399,1230,/home/sohan/scratch/deepherb/Medicinal Leaf Dataset/Segmented Medicinal Leaf Images/Ficus Auriculata (Roxburgh fig)/FA-S-042.jpg,19
400,1263,/home/sohan/scratch/deepherb/Medicinal Leaf Dataset/Segmented Medicinal Leaf Images/Punica Granatum (Pomegranate)/PG-S-051.jpg,20
401,360,/home/sohan/scratch/deepherb/Medicinal Leaf Dataset/Segmented Medicinal Leaf Images/Jasminum (Jasmine)/J-S-041.jpg,6
402,879,/home/sohan/scratch/deepherb/Medicinal Leaf Dataset/Segmented Medicinal Leaf Images/Hibiscus Rosa-sinensis/HR-S-032.jpg,14
403,381,/home/sohan/scratch/deepherb/Medicinal Leaf Dataset/Segmented Medicinal Leaf Images/Jasminum (Jasmine)/J-S-009.jpg,6
404,1089,/home/sohan/scratch/deepherb/Medicinal Leaf Dataset/Segmented Medicinal Leaf Images/Basella Alba (Basale)/BA-S-042.jpg,17
405,1054,/home/sohan/scratch/deepherb/Medicinal Leaf Dataset/Segmented Medicinal Leaf Images/Basella Alba (Basale)/BA-S-046.jpg,17
406,1101,/home/sohan/scratch/deepherb/Medicinal Leaf Dataset/Segmented Medicinal Leaf Images/Basella Alba (Basale)/BA-S-034.jpg,17
407,966,/home/sohan/scratch/deepherb/Medicinal Leaf Dataset/Segmented Medicinal Leaf Images/Citrus Limon (Lemon)/CL-S-028.jpg,16
408,1000,/home/sohan/scratch/deepherb/Medicinal Leaf Dataset/Segmented Medicinal Leaf Images/Citrus Limon (Lemon)/CL-S-023.jpg,16
409,958,/home/sohan/scratch/deepherb/Medicinal Leaf Dataset/Segmented Medicinal Leaf Images/Plectranthus Amboinicus (Mexican Mint)/PA-S-013.jpg,15
410,1680,/home/sohan/scratch/deepherb/Medicinal Leaf Dataset/Segmented Medicinal Leaf Images/Artocarpus Heterophyllus (Jackfruit)/AH-S-039.jpg,27
411,506,/home/sohan/scratch/deepherb/Medicinal Leaf Dataset/Segmented Medicinal Leaf Images/Muntingia Calabura (Jamaica Cherry-Gasagase)/MC-S-007.jpg,8
412,1715,/home/sohan/scratch/deepherb/Medicinal Leaf Dataset/Segmented Medicinal Leaf Images/Pongamia Pinnata (Indian Beech)/PP-S-026.jpg,28
413,133,/home/sohan/scratch/deepherb/Medicinal Leaf Dataset/Segmented Medicinal Leaf Images/Trigonella Foenum-graecum (Fenugreek)/TF-S-020.jpg,2
414,202,/home/sohan/scratch/deepherb/Medicinal Leaf Dataset/Segmented Medicinal Leaf Images/Mentha (Mint)/M-S-013.jpg,4
415,1422,/home/sohan/scratch/deepherb/Medicinal Leaf Dataset/Segmented Medicinal Leaf Images/Nerium Oleander (Oleander)/NO-S-059.jpg,23
416,198,/home/sohan/scratch/deepherb/Medicinal Leaf Dataset/Segmented Medicinal Leaf Images/Mentha (Mint)/M-S-051.jpg,4
417,904,/home/sohan/scratch/deepherb/Medicinal Leaf Dataset/Segmented Medicinal Leaf Images/Hibiscus Rosa-sinensis/HR-S-040.jpg,14
418,638,/home/sohan/scratch/deepherb/Medicinal Leaf Dataset/Segmented Medicinal Leaf Images/Amaranthus Viridis (Arive-Dantu)/AV-S-045.jpg,10
419,1097,/home/sohan/scratch/deepherb/Medicinal Leaf Dataset/Segmented Medicinal Leaf Images/Basella Alba (Basale)/BA-S-040.jpg,17
420,317,/home/sohan/scratch/deepherb/Medicinal Leaf Dataset/Segmented Medicinal Leaf Images/Azadirachta Indica (Neem)/AI-S-055.jpg,5
421,953,/home/sohan/scratch/deepherb/Medicinal Leaf Dataset/Segmented Medicinal Leaf Images/Plectranthus Amboinicus (Mexican Mint)/PA-S-008.jpg,15
422,142,/home/sohan/scratch/deepherb/Medicinal Leaf Dataset/Segmented Medicinal Leaf Images/Trigonella Foenum-graecum (Fenugreek)/TF-S-015.jpg,2
423,578,/home/sohan/scratch/deepherb/Medicinal Leaf Dataset/Segmented Medicinal Leaf Images/Ficus Religiosa (Peepal Tree)/FR-S-030.jpg,9
424,1575,/home/sohan/scratch/deepherb/Medicinal Leaf Dataset/Segmented Medicinal Leaf Images/Psidium Guajava (Guava)/PG-S-003.jpg,25
425,893,/home/sohan/scratch/deepherb/Medicinal Leaf Dataset/Segmented Medicinal Leaf Images/Hibiscus Rosa-sinensis/HR-S-016.jpg,14
426,440,/home/sohan/scratch/deepherb/Medicinal Leaf Dataset/Segmented Medicinal Leaf Images/Moringa Oleifera (Drumstick)/MO-S-067.jpg,7
427,315,/home/sohan/scratch/deepherb/Medicinal Leaf Dataset/Segmented Medicinal Leaf Images/Azadirachta Indica (Neem)/AI-S-028.jpg,5
428,1214,/home/sohan/scratch/deepherb/Medicinal Leaf Dataset/Segmented Medicinal Leaf Images/Ficus Auriculata (Roxburgh fig)/FA-S-047.jpg,19
429,651,/home/sohan/scratch/deepherb/Medicinal Leaf Dataset/Segmented Medicinal Leaf Images/Amaranthus Viridis (Arive-Dantu)/AV-S-082.jpg,10
430,170,/home/sohan/scratch/deepherb/Medicinal Leaf Dataset/Segmented Medicinal Leaf Images/Syzygium Cumini (Jamun)/SC-S-002.jpg,3
431,446,/home/sohan/scratch/deepherb/Medicinal Leaf Dataset/Segmented Medicinal Leaf Images/Moringa Oleifera (Drumstick)/MO-S-068.jpg,7
432,1211,/home/sohan/scratch/deepherb/Medicinal Leaf Dataset/Segmented Medicinal Leaf Images/Ficus Auriculata (Roxburgh fig)/FA-S-044.jpg,19
433,1632,/home/sohan/scratch/deepherb/Medicinal Leaf Dataset/Segmented Medicinal Leaf Images/Mangifera Indica (Mango)/MI-S-014.jpg,26
434,1378,/home/sohan/scratch/deepherb/Medicinal Leaf Dataset/Segmented Medicinal Leaf Images/Brassica Juncea (Indian Mustard)/BJ-S-001.jpg,22
435,1321,/home/sohan/scratch/deepherb/Medicinal Leaf Dataset/Segmented Medicinal Leaf Images/Santalum Album (Sandalwood)/SA-S-015.jpg,21
436,452,/home/sohan/scratch/deepherb/Medicinal Leaf Dataset/Segmented Medicinal Leaf Images/Moringa Oleifera (Drumstick)/MO-S-009.jpg,7
437,22,/home/sohan/scratch/deepherb/Medicinal Leaf Dataset/Segmented Medicinal Leaf Images/Alpinia Galanga (Rasna)/AG-S-014.jpg,0
438,1073,/home/sohan/scratch/deepherb/Medicinal Leaf Dataset/Segmented Medicinal Leaf Images/Basella Alba (Basale)/BA-S-038.jpg,17
439,45,/home/sohan/scratch/deepherb/Medicinal Leaf Dataset/Segmented Medicinal Leaf Images/Alpinia Galanga (Rasna)/AG-S-029.jpg,0
440,704,/home/sohan/scratch/deepherb/Medicinal Leaf Dataset/Segmented Medicinal Leaf Images/Amaranthus Viridis (Arive-Dantu)/AV-S-009.jpg,10
441,1184,/home/sohan/scratch/deepherb/Medicinal Leaf Dataset/Segmented Medicinal Leaf Images/Ficus Auriculata (Roxburgh fig)/FA-S-027.jpg,19
442,61,/home/sohan/scratch/deepherb/Medicinal Leaf Dataset/Segmented Medicinal Leaf Images/Murraya Koenigii (Curry)/MK-S-051.jpg,1
443,1002,/home/sohan/scratch/deepherb/Medicinal Leaf Dataset/Segmented Medicinal Leaf Images/Citrus Limon (Lemon)/CL-S-005.jpg,16
444,1770,/home/sohan/scratch/deepherb/Medicinal Leaf Dataset/Segmented Medicinal Leaf Images/Carissa Carandas (Karanda)/CC-S-025.jpg,29
445,516,/home/sohan/scratch/deepherb/Medicinal Leaf Dataset/Segmented Medicinal Leaf Images/Muntingia Calabura (Jamaica Cherry-Gasagase)/MC-S-012.jpg,8
446,442,/home/sohan/scratch/deepherb/Medicinal Leaf Dataset/Segmented Medicinal Leaf Images/Moringa Oleifera (Drumstick)/MO-S-026.jpg,7
447,319,/home/sohan/scratch/deepherb/Medicinal Leaf Dataset/Segmented Medicinal Leaf Images/Azadirachta Indica (Neem)/AI-S-005.jpg,5
448,184,/home/sohan/scratch/deepherb/Medicinal Leaf Dataset/Segmented Medicinal Leaf Images/Syzygium Cumini (Jamun)/SC-S-013.jpg,3
449,1170,/home/sohan/scratch/deepherb/Medicinal Leaf Dataset/Segmented Medicinal Leaf Images/Tabernaemontana Divaricata (Crape Jasmine)/TD-S-021.jpg,18
450,1498,/home/sohan/scratch/deepherb/Medicinal Leaf Dataset/Segmented Medicinal Leaf Images/Ocimum Tenuiflorum (Tulsi)/OT-S-034.jpg,24
451,708,/home/sohan/scratch/deepherb/Medicinal Leaf Dataset/Segmented Medicinal Leaf Images/Amaranthus Viridis (Arive-Dantu)/AV-S-002.jpg,10
452,1363,/home/sohan/scratch/deepherb/Medicinal Leaf Dataset/Segmented Medicinal Leaf Images/Santalum Album (Sandalwood)/SA-S-009.jpg,21
453,862,/home/sohan/scratch/deepherb/Medicinal Leaf Dataset/Segmented Medicinal Leaf Images/Piper Betle (Betel)/PB-S-026.jpg,13
454,1235,/home/sohan/scratch/deepherb/Medicinal Leaf Dataset/Segmented Medicinal Leaf Images/Punica Granatum (Pomegranate)/PG-S-063.jpg,20
455,758,/home/sohan/scratch/deepherb/Medicinal Leaf Dataset/Segmented Medicinal Leaf Images/Syzygium Jambos (Rose Apple)/SJ-S-050.jpg,11
456,399,/home/sohan/scratch/deepherb/Medicinal Leaf Dataset/Segmented Medicinal Leaf Images/Jasminum (Jasmine)/J-S-013.jpg,6
457,632,/home/sohan/scratch/deepherb/Medicinal Leaf Dataset/Segmented Medicinal Leaf Images/Amaranthus Viridis (Arive-Dantu)/AV-S-080.jpg,10
458,1287,/home/sohan/scratch/deepherb/Medicinal Leaf Dataset/Segmented Medicinal Leaf Images/Punica Granatum (Pomegranate)/PG-S-064.jpg,20
459,1548,/home/sohan/scratch/deepherb/Medicinal Leaf Dataset/Segmented Medicinal Leaf Images/Psidium Guajava (Guava)/PG-S-055.jpg,25
460,27,/home/sohan/scratch/deepherb/Medicinal Leaf Dataset/Segmented Medicinal Leaf Images/Alpinia Galanga (Rasna)/AG-S-019.jpg,0
461,1722,/home/sohan/scratch/deepherb/Medicinal Leaf Dataset/Segmented Medicinal Leaf Images/Pongamia Pinnata (Indian Beech)/PP-S-010.jpg,28
462,789,/home/sohan/scratch/deepherb/Medicinal Leaf Dataset/Segmented Medicinal Leaf Images/Nyctanthes Arbor-tristis (Parijata)/NA-S-014.jpg,12
463,289,/home/sohan/scratch/deepherb/Medicinal Leaf Dataset/Segmented Medicinal Leaf Images/Azadirachta Indica (Neem)/AI-S-041.jpg,5
464,1330,/home/sohan/scratch/deepherb/Medicinal Leaf Dataset/Segmented Medicinal Leaf Images/Santalum Album (Sandalwood)/SA-S-035.jpg,21
465,539,/home/sohan/scratch/deepherb/Medicinal Leaf Dataset/Segmented Medicinal Leaf Images/Muntingia Calabura (Jamaica Cherry-Gasagase)/MC-S-032.jpg,8
466,1448,/home/sohan/scratch/deepherb/Medicinal Leaf Dataset/Segmented Medicinal Leaf Images/Nerium Oleander (Oleander)/NO-S-033.jpg,23
467,983,/home/sohan/scratch/deepherb/Medicinal Leaf Dataset/Segmented Medicinal Leaf Images/Citrus Limon (Lemon)/CL-S-053.jpg,16
468,1750,/home/sohan/scratch/deepherb/Medicinal Leaf Dataset/Segmented Medicinal Leaf Images/Pongamia Pinnata (Indian Beech)/PP-S-053.jpg,28
469,210,/home/sohan/scratch/deepherb/Medicinal Leaf Dataset/Segmented Medicinal Leaf Images/Mentha (Mint)/M-S-040.jpg,4
470,518,/home/sohan/scratch/deepherb/Medicinal Leaf Dataset/Segmented Medicinal Leaf Images/Muntingia Calabura (Jamaica Cherry-Gasagase)/MC-S-025.jpg,8
471,923,/home/sohan/scratch/deepherb/Medicinal Leaf Dataset/Segmented Medicinal Leaf Images/Plectranthus Amboinicus (Mexican Mint)/PA-S-020.jpg,15
472,521,/home/sohan/scratch/deepherb/Medicinal Leaf Dataset/Segmented Medicinal Leaf Images/Muntingia Calabura (Jamaica Cherry-Gasagase)/MC-S-004.jpg,8
473,1532,/home/sohan/scratch/deepherb/Medicinal Leaf Dataset/Segmented Medicinal Leaf Images/Psidium Guajava (Guava)/PG-S-053.jpg,25
474,517,/home/sohan/scratch/deepherb/Medicinal Leaf Dataset/Segmented Medicinal Leaf Images/Muntingia Calabura (Jamaica Cherry-Gasagase)/MC-S-002.jpg,8
475,1370,/home/sohan/scratch/deepherb/Medicinal Leaf Dataset/Segmented Medicinal Leaf Images/Brassica Juncea (Indian Mustard)/BJ-S-007.jpg,22
476,775,/home/sohan/scratch/deepherb/Medicinal Leaf Dataset/Segmented Medicinal Leaf Images/Syzygium Jambos (Rose Apple)/SJ-S-038.jpg,11
477,1577,/home/sohan/scratch/deepherb/Medicinal Leaf Dataset/Segmented Medicinal Leaf Images/Psidium Guajava (Guava)/PG-S-045.jpg,25
478,1354,/home/sohan/scratch/deepherb/Medicinal Leaf Dataset/Segmented Medicinal Leaf Images/Santalum Album (Sandalwood)/SA-S-044.jpg,21
479,1569,/home/sohan/scratch/deepherb/Medicinal Leaf Dataset/Segmented Medicinal Leaf Images/Psidium Guajava (Guava)/PG-S-001.jpg,25
480,2,/home/sohan/scratch/deepherb/Medicinal Leaf Dataset/Segmented Medicinal Leaf Images/Alpinia Galanga (Rasna)/AG-S-021.jpg,0
481,1398,/home/sohan/scratch/deepherb/Medicinal Leaf Dataset/Segmented Medicinal Leaf Images/Brassica Juncea (Indian Mustard)/BJ-S-024.jpg,22
482,1555,/home/sohan/scratch/deepherb/Medicinal Leaf Dataset/Segmented Medicinal Leaf Images/Psidium Guajava (Guava)/PG-S-050.jpg,25
483,1087,/home/sohan/scratch/deepherb/Medicinal Leaf Dataset/Segmented Medicinal Leaf Images/Basella Alba (Basale)/BA-S-051.jpg,17
484,764,/home/sohan/scratch/deepherb/Medicinal Leaf Dataset/Segmented Medicinal Leaf Images/Syzygium Jambos (Rose Apple)/SJ-S-055.jpg,11
485,482,/home/sohan/scratch/deepherb/Medicinal Leaf Dataset/Segmented Medicinal Leaf Images/Moringa Oleifera (Drumstick)/MO-S-048.jpg,7
486,863,/home/sohan/scratch/deepherb/Medicinal Leaf Dataset/Segmented Medicinal Leaf Images/Piper Betle (Betel)/PB-S-029.jpg,13
487,1291,/home/sohan/scratch/deepherb/Medicinal Leaf Dataset/Segmented Medicinal Leaf Images/Punica Granatum (Pomegranate)/PG-S-011.jpg,20
488,372,/home/sohan/scratch/deepherb/Medicinal Leaf Dataset/Segmented Medicinal Leaf Images/Jasminum (Jasmine)/J-S-036.jpg,6
489,1686,/home/sohan/scratch/deepherb/Medicinal Leaf Dataset/Segmented Medicinal Leaf Images/Artocarpus Heterophyllus (Jackfruit)/AH-S-020.jpg,27
490,1720,/home/sohan/scratch/deepherb/Medicinal Leaf Dataset/Segmented Medicinal Leaf Images/Pongamia Pinnata (Indian Beech)/PP-S-043.jpg,28
491,211,/home/sohan/scratch/deepherb/Medicinal Leaf Dataset/Segmented Medicinal Leaf Images/Mentha (Mint)/M-S-031.jpg,4
492,658,/home/sohan/scratch/deepherb/Medicinal Leaf Dataset/Segmented Medicinal Leaf Images/Amaranthus Viridis (Arive-Dantu)/AV-S-094.jpg,10
493,1412,/home/sohan/scratch/deepherb/Medicinal Leaf Dataset/Segmented Medicinal Leaf Images/Nerium Oleander (Oleander)/NO-S-042.jpg,23
494,427,/home/sohan/scratch/deepherb/Medicinal Leaf Dataset/Segmented Medicinal Leaf Images/Moringa Oleifera (Drumstick)/MO-S-013.jpg,7
495,620,/home/sohan/scratch/deepherb/Medicinal Leaf Dataset/Segmented Medicinal Leaf Images/Amaranthus Viridis (Arive-Dantu)/AV-S-053.jpg,10
496,1592,/home/sohan/scratch/deepherb/Medicinal Leaf Dataset/Segmented Medicinal Leaf Images/Mangifera Indica (Mango)/MI-S-015.jpg,26
497,1366,/home/sohan/scratch/deepherb/Medicinal Leaf Dataset/Segmented Medicinal Leaf Images/Santalum Album (Sandalwood)/SA-S-034.jpg,21
498,1186,/home/sohan/scratch/deepherb/Medicinal Leaf Dataset/Segmented Medicinal Leaf Images/Ficus Auriculata (Roxburgh fig)/FA-S-016.jpg,19
499,1651,/home/sohan/scratch/deepherb/Medicinal Leaf Dataset/Segmented Medicinal Leaf Images/Artocarpus Heterophyllus (Jackfruit)/AH-S-005.jpg,27
500,529,/home/sohan/scratch/deepherb/Medicinal Leaf Dataset/Segmented Medicinal Leaf Images/Muntingia Calabura (Jamaica Cherry-Gasagase)/MC-S-014.jpg,8
501,1280,/home/sohan/scratch/deepherb/Medicinal Leaf Dataset/Segmented Medicinal Leaf Images/Punica Granatum (Pomegranate)/PG-S-066.jpg,20
502,563,/home/sohan/scratch/deepherb/Medicinal Leaf Dataset/Segmented Medicinal Leaf Images/Ficus Religiosa (Peepal Tree)/FR-S-026.jpg,9
503,960,/home/sohan/scratch/deepherb/Medicinal Leaf Dataset/Segmented Medicinal Leaf Images/Plectranthus Amboinicus (Mexican Mint)/PA-S-022.jpg,15
504,96,/home/sohan/scratch/deepherb/Medicinal Leaf Dataset/Segmented Medicinal Leaf Images/Murraya Koenigii (Curry)/MK-S-021.jpg,1
505,1607,/home/sohan/scratch/deepherb/Medicinal Leaf Dataset/Segmented Medicinal Leaf Images/Mangifera Indica (Mango)/MI-S-022.jpg,26
506,178,/home/sohan/scratch/deepherb/Medicinal Leaf Dataset/Segmented Medicinal Leaf Images/Syzygium Cumini (Jamun)/SC-S-003.jpg,3
507,108,/home/sohan/scratch/deepherb/Medicinal Leaf Dataset/Segmented Medicinal Leaf Images/Murraya Koenigii (Curry)/MK-S-031.jpg,1
508,77,/home/sohan/scratch/deepherb/Medicinal Leaf Dataset/Segmented Medicinal Leaf Images/Murraya Koenigii (Curry)/MK-S-052.jpg,1
509,1222,/home/sohan/scratch/deepherb/Medicinal Leaf Dataset/Segmented Medicinal Leaf Images/Ficus Auriculata (Roxburgh fig)/FA-S-024.jpg,19
510,1534,/home/sohan/scratch/deepherb/Medicinal Leaf Dataset/Segmented Medicinal Leaf Images/Psidium Guajava (Guava)/PG-S-035.jpg,25
511,652,/home/sohan/scratch/deepherb/Medicinal Leaf Dataset/Segmented Medicinal Leaf Images/Amaranthus Viridis (Arive-Dantu)/AV-S-040.jpg,10
512,1590,/home/sohan/scratch/deepherb/Medicinal Leaf Dataset/Segmented Medicinal Leaf Images/Mangifera Indica (Mango)/MI-S-048.jpg,26
513,513,/home/sohan/scratch/deepherb/Medicinal Leaf Dataset/Segmented Medicinal Leaf Images/Muntingia Calabura (Jamaica Cherry-Gasagase)/MC-S-039.jpg,8
514,71,/home/sohan/scratch/deepherb/Medicinal Leaf Dataset/Segmented Medicinal Leaf Images/Murraya Koenigii (Curry)/MK-S-013.jpg,1
515,618,/home/sohan/scratch/deepherb/Medicinal Leaf Dataset/Segmented Medicinal Leaf Images/Amaranthus Viridis (Arive-Dantu)/AV-S-062.jpg,10
516,483,/home/sohan/scratch/deepherb/Medicinal Leaf Dataset/Segmented Medicinal Leaf Images/Moringa Oleifera (Drumstick)/MO-S-070.jpg,7
517,666,/home/sohan/scratch/deepherb/Medicinal Leaf Dataset/Segmented Medicinal Leaf Images/Amaranthus Viridis (Arive-Dantu)/AV-S-107.jpg,10
518,1564,/home/sohan/scratch/deepherb/Medicinal Leaf Dataset/Segmented Medicinal Leaf Images/Psidium Guajava (Guava)/PG-S-011.jpg,25
519,456,/home/sohan/scratch/deepherb/Medicinal Leaf Dataset/Segmented Medicinal Leaf Images/Moringa Oleifera (Drumstick)/MO-S-033.jpg,7
520,68,/home/sohan/scratch/deepherb/Medicinal Leaf Dataset/Segmented Medicinal Leaf Images/Murraya Koenigii (Curry)/MK-S-038.jpg,1
521,576,/home/sohan/scratch/deepherb/Medicinal Leaf Dataset/Segmented Medicinal Leaf Images/Ficus Religiosa (Peepal Tree)/FR-S-043.jpg,9
522,1103,/home/sohan/scratch/deepherb/Medicinal Leaf Dataset/Segmented Medicinal Leaf Images/Basella Alba (Basale)/BA-S-030.jpg,17
523,231,/home/sohan/scratch/deepherb/Medicinal Leaf Dataset/Segmented Medicinal Leaf Images/Mentha (Mint)/M-S-005.jpg,4
524,1554,/home/sohan/scratch/deepherb/Medicinal Leaf Dataset/Segmented Medicinal Leaf Images/Psidium Guajava (Guava)/PG-S-056.jpg,25
525,1679,/home/sohan/scratch/deepherb/Medicinal Leaf Dataset/Segmented Medicinal Leaf Images/Artocarpus Heterophyllus (Jackfruit)/AH-S-045.jpg,27
526,432,/home/sohan/scratch/deepherb/Medicinal Leaf Dataset/Segmented Medicinal Leaf Images/Moringa Oleifera (Drumstick)/MO-S-005.jpg,7
527,530,/home/sohan/scratch/deepherb/Medicinal Leaf Dataset/Segmented Medicinal Leaf Images/Muntingia Calabura (Jamaica Cherry-Gasagase)/MC-S-015.jpg,8
528,942,/home/sohan/scratch/deepherb/Medicinal Leaf Dataset/Segmented Medicinal Leaf Images/Plectranthus Amboinicus (Mexican Mint)/PA-S-021.jpg,15
529,881,/home/sohan/scratch/deepherb/Medicinal Leaf Dataset/Segmented Medicinal Leaf Images/Hibiscus Rosa-sinensis/HR-S-010.jpg,14
530,1359,/home/sohan/scratch/deepherb/Medicinal Leaf Dataset/Segmented Medicinal Leaf Images/Santalum Album (Sandalwood)/SA-S-049.jpg,21
531,354,/home/sohan/scratch/deepherb/Medicinal Leaf Dataset/Segmented Medicinal Leaf Images/Jasminum (Jasmine)/J-S-039.jpg,6
532,948,/home/sohan/scratch/deepherb/Medicinal Leaf Dataset/Segmented Medicinal Leaf Images/Plectranthus Amboinicus (Mexican Mint)/PA-S-034.jpg,15
533,793,/home/sohan/scratch/deepherb/Medicinal Leaf Dataset/Segmented Medicinal Leaf Images/Nyctanthes Arbor-tristis (Parijata)/NA-S-019.jpg,12
534,224,/home/sohan/scratch/deepherb/Medicinal Leaf Dataset/Segmented Medicinal Leaf Images/Mentha (Mint)/M-S-054.jpg,4
535,1276,/home/sohan/scratch/deepherb/Medicinal Leaf Dataset/Segmented Medicinal Leaf Images/Punica Granatum (Pomegranate)/PG-S-058.jpg,20
536,218,/home/sohan/scratch/deepherb/Medicinal Leaf Dataset/Segmented Medicinal Leaf Images/Mentha (Mint)/M-S-028.jpg,4
537,1379,/home/sohan/scratch/deepherb/Medicinal Leaf Dataset/Segmented Medicinal Leaf Images/Brassica Juncea (Indian Mustard)/BJ-S-003.jpg,22
538,1056,/home/sohan/scratch/deepherb/Medicinal Leaf Dataset/Segmented Medicinal Leaf Images/Basella Alba (Basale)/BA-S-068.jpg,17
539,1710,/home/sohan/scratch/deepherb/Medicinal Leaf Dataset/Segmented Medicinal Leaf Images/Pongamia Pinnata (Indian Beech)/PP-S-060.jpg,28
540,986,/home/sohan/scratch/deepherb/Medicinal Leaf Dataset/Segmented Medicinal Leaf Images/Citrus Limon (Lemon)/CL-S-018.jpg,16
541,1273,/home/sohan/scratch/deepherb/Medicinal Leaf Dataset/Segmented Medicinal Leaf Images/Punica Granatum (Pomegranate)/PG-S-055.jpg,20
542,295,/home/sohan/scratch/deepherb/Medicinal Leaf Dataset/Segmented Medicinal Leaf Images/Azadirachta Indica (Neem)/AI-S-014.jpg,5
543,364,/home/sohan/scratch/deepherb/Medicinal Leaf Dataset/Segmented Medicinal Leaf Images/Jasminum (Jasmine)/J-S-005.jpg,6
544,713,/home/sohan/scratch/deepherb/Medicinal Leaf Dataset/Segmented Medicinal Leaf Images/Amaranthus Viridis (Arive-Dantu)/AV-S-033.jpg,10
545,916,/home/sohan/scratch/deepherb/Medicinal Leaf Dataset/Segmented Medicinal Leaf Images/Hibiscus Rosa-sinensis/HR-S-017.jpg,14
546,609,/home/sohan/scratch/deepherb/Medicinal Leaf Dataset/Segmented Medicinal Leaf Images/Amaranthus Viridis (Arive-Dantu)/AV-S-049.jpg,10
547,927,/home/sohan/scratch/deepherb/Medicinal Leaf Dataset/Segmented Medicinal Leaf Images/Plectranthus Amboinicus (Mexican Mint)/PA-S-009.jpg,15
548,1463,/home/sohan/scratch/deepherb/Medicinal Leaf Dataset/Segmented Medicinal Leaf Images/Nerium Oleander (Oleander)/NO-S-016.jpg,23
549,1164,/home/sohan/scratch/deepherb/Medicinal Leaf Dataset/Segmented Medicinal Leaf Images/Tabernaemontana Divaricata (Crape Jasmine)/TD-S-049.jpg,18
550,944,/home/sohan/scratch/deepherb/Medicinal Leaf Dataset/Segmented Medicinal Leaf Images/Plectranthus Amboinicus (Mexican Mint)/PA-S-028.jpg,15
551,542,/home/sohan/scratch/deepherb/Medicinal Leaf Dataset/Segmented Medicinal Leaf Images/Muntingia Calabura (Jamaica Cherry-Gasagase)/MC-S-011.jpg,8
552,760,/home/sohan/scratch/deepherb/Medicinal Leaf Dataset/Segmented Medicinal Leaf Images/Syzygium Jambos (Rose Apple)/SJ-S-024.jpg,11
553,642,/home/sohan/scratch/deepherb/Medicinal Leaf Dataset/Segmented Medicinal Leaf Images/Amaranthus Viridis (Arive-Dantu)/AV-S-114.jpg,10
